geoid,name,median
72107,"Orocovis Municipio, Puerto Rico",13319
13225,"Peach County, Georgia",42802
21077,"Gallatin County, Kentucky",50204
31041,"Custer County, Nebraska",49891
41057,"Tillamook County, Oregon",47500
19145,"Page County, Iowa",49974
12099,"Palm Beach County, Florida",59943
40097,"Mayes County, Oklahoma",48853
40049,"Garvin County, Oklahoma",45066
27057,"Hubbard County, Minnesota",55472
21001,"Adair County, Kentucky",39346
19155,"Pottawattamie County, Iowa",57467
20033,"Comanche County, Kansas",56912
39019,"Carroll County, Ohio",52394
45039,"Fairfield County, South Carolina",36294
72099,"Moca Municipio, Puerto Rico",14155
28017,"Chickasaw County, Mississippi",35939
42127,"Wayne County, Pennsylvania",54851
20189,"Stevens County, Kansas",56507
19081,"Hancock County, Iowa",61167
01019,"Cherokee County, Alabama",41014
36007,"Broome County, New York",50859
48471,"Walker County, Texas",41855
05061,"Howard County, Arkansas",35900
26063,"Huron County, Michigan",46320
28131,"Stone County, Mississippi",44883
37017,"Bladen County, North Carolina",32378
37155,"Robeson County, North Carolina",33679
51678,"Lexington city, Virginia",36466
21131,"Leslie County, Kentucky",30798
24005,"Baltimore County, Maryland",74127
24031,"Montgomery County, Maryland",106287
42063,"Indiana County, Pennsylvania",46877
55067,"Langlade County, Wisconsin",46557
40021,"Cherokee County, Oklahoma",40936
13009,"Baldwin County, Georgia",39426
05113,"Polk County, Arkansas",37035
08077,"Mesa County, Colorado",53683
05057,"Hempstead County, Arkansas",41355
42103,"Pike County, Pennsylvania",64247
41035,"Klamath County, Oregon",43522
21055,"Crittenden County, Kentucky",43169
72017,"Barceloneta Municipio, Puerto Rico",16889
51620,"Franklin city, Virginia",40375
21049,"Clark County, Kentucky",52938
26065,"Ingham County, Michigan",50940
19177,"Van Buren County, Iowa",47083
01053,"Escambia County, Alabama",35000
48203,"Harrison County, Texas",51202
48419,"Shelby County, Texas",40764
26107,"Mecosta County, Michigan",44460
35049,"Santa Fe County, New Mexico",59192
24009,"Calvert County, Maryland",104301
01103,"Morgan County, Alabama",49751
47185,"White County, Tennessee",40745
09005,"Litchfield County, Connecticut",78314
53045,"Mason County, Washington",55726
18009,"Blackford County, Indiana",42217
40027,"Cleveland County, Oklahoma",62863
17139,"Moultrie County, Illinois",59623
27133,"Rock County, Minnesota",59890
16059,"Lemhi County, Idaho",37921
48161,"Freestone County, Texas",48731
18077,"Jefferson County, Indiana",51119
29043,"Christian County, Missouri",57019
36061,"New York County, New York",82459
49003,"Box Elder County, Utah",59937
47045,"Dyer County, Tennessee",43762
48341,"Moore County, Texas",51527
48371,"Pecos County, Texas",52282
17135,"Montgomery County, Illinois",50304
37189,"Watauga County, North Carolina",45268
20045,"Douglas County, Kansas",55832
22011,"Beauregard Parish, Louisiana",50738
21207,"Russell County, Kentucky",36159
51680,"Lynchburg city, Virginia",43374
28129,"Smith County, Mississippi",41657
49037,"San Juan County, Utah",44680
22055,"Lafayette Parish, Louisiana",54726
17073,"Henry County, Illinois",57250
49035,"Salt Lake County, Utah",71230
42113,"Sullivan County, Pennsylvania",47346
08107,"Routt County, Colorado",74273
48309,"McLennan County, Texas",48199
50007,"Chittenden County, Vermont",69896
17043,"DuPage County, Illinois",88711
31057,"Dundy County, Nebraska",44350
16081,"Teton County, Idaho",68818
48073,"Cherokee County, Texas",46044
25009,"Essex County, Massachusetts",75878
48315,"Marion County, Texas",37283
01065,"Hale County, Alabama",30571
02180,"Nome Census Area, Alaska",58987
28151,"Washington County, Mississippi",30834
28057,"Itawamba County, Mississippi",40510
38001,"Adams County, North Dakota",54875
47125,"Montgomery County, Tennessee",55972
13283,"Treutlen County, Georgia",37606
17037,"DeKalb County, Illinois",61086
21075,"Fulton County, Kentucky",28559
46065,"Hughes County, South Dakota",63564
30105,"Valley County, Montana",55882
46029,"Codington County, South Dakota",54774
19013,"Black Hawk County, Iowa",52688
31183,"Wheeler County, Nebraska",52083
37139,"Pasquotank County, North Carolina",48279
38027,"Eddy County, North Dakota",51563
72135,"Toa Alta Municipio, Puerto Rico",28863
56015,"Goshen County, Wyoming",49774
72043,"Coamo Municipio, Puerto Rico",19833
45057,"Lancaster County, South Carolina",55223
12133,"Washington County, Florida",37188
29011,"Barton County, Missouri",41625
27109,"Olmsted County, Minnesota",74880
35017,"Grant County, New Mexico",37880
55089,"Ozaukee County, Wisconsin",82807
27011,"Big Stone County, Minnesota",51920
47175,"Van Buren County, Tennessee",37127
13001,"Appling County, Georgia",39561
05133,"Sevier County, Arkansas",46667
48057,"Calhoun County, Texas",55469
06063,"Plumas County, California",53270
23005,"Cumberland County, Maine",69708
48115,"Dawson County, Texas",44657
12003,"Baker County, Florida",61769
28081,"Lee County, Mississippi",47978
17107,"Logan County, Illinois",57899
29510,"St. Louis city, Missouri",41107
45033,"Dillon County, South Carolina",29362
36027,"Dutchess County, New York",78028
17053,"Ford County, Illinois",51120
19069,"Franklin County, Iowa",53742
13005,"Bacon County, Georgia",36964
18085,"Kosciusko County, Indiana",58402
09015,"Windham County, Connecticut",64774
19047,"Crawford County, Iowa",53609
26099,"Macomb County, Michigan",60466
05055,"Greene County, Arkansas",47497
20069,"Gray County, Kansas",64426
21191,"Pendleton County, Kentucky",52620
37027,"Caldwell County, North Carolina",42072
17187,"Warren County, Illinois",49607
13271,"Telfair County, Georgia",30288
18171,"Warren County, Indiana",61148
50017,"Orange County, Vermont",60159
55037,"Florence County, Wisconsin",49128
16069,"Nez Perce County, Idaho",54174
36103,"Suffolk County, New York",96675
39147,"Seneca County, Ohio",49936
46083,"Lincoln County, South Dakota",81422
13043,"Candler County, Georgia",32937
42057,"Fulton County, Pennsylvania",51259
29219,"Warren County, Missouri",57948
31069,"Garden County, Nebraska",44471
51031,"Campbell County, Virginia",50258
53005,"Benton County, Washington",65650
35015,"Eddy County, New Mexico",62982
55027,"Dodge County, Wisconsin",58870
25023,"Plymouth County, Massachusetts",85654
17049,"Effingham County, Illinois",56293
19037,"Chickasaw County, Iowa",55385
46069,"Hyde County, South Dakota",54891
13299,"Ware County, Georgia",39887
31147,"Richardson County, Nebraska",48096
37119,"Mecklenburg County, North Carolina",64312
51143,"Pittsylvania County, Virginia",45382
51095,"James City County, Virginia",83048
20207,"Woodson County, Kansas",34621
05067,"Jackson County, Arkansas",33174
13289,"Twiggs County, Georgia",33037
17183,"Vermilion County, Illinois",45384
30027,"Fergus County, Montana",50327
47143,"Rhea County, Tennessee",39451
48225,"Houston County, Texas",34297
46007,"Bennett County, South Dakota",48348
21087,"Green County, Kentucky",37374
37077,"Granville County, North Carolina",55628
19091,"Humboldt County, Iowa",52219
54027,"Hampshire County, West Virginia",40099
48425,"Somervell County, Texas",53162
55033,"Dunn County, Wisconsin",56268
40105,"Nowata County, Oklahoma",41895
21013,"Bell County, Kentucky",24628
27107,"Norman County, Minnesota",55206
05013,"Calhoun County, Arkansas",44022
51683,"Manassas city, Virginia",78462
13199,"Meriwether County, Georgia",36351
26001,"Alcona County, Michigan",39735
19129,"Mills County, Iowa",69177
51133,"Northumberland County, Virginia",58677
22041,"Franklin Parish, Louisiana",35466
37071,"Gaston County, North Carolina",49384
21127,"Lawrence County, Kentucky",31813
13211,"Morgan County, Georgia",62530
17155,"Putnam County, Illinois",65034
28141,"Tishomingo County, Mississippi",37312
51049,"Cumberland County, Virginia",46221
48429,"Stephens County, Texas",45336
18151,"Steuben County, Indiana",56101
35039,"Rio Arriba County, New Mexico",
02020,"Anchorage Municipality, Alaska",83280
42087,"Mifflin County, Pennsylvania",47526
26075,"Jackson County, Michigan",51431
26119,"Montmorency County, Michigan",42305
29195,"Saline County, Missouri",43201
18073,"Jasper County, Indiana",59574
51199,"York County, Virginia",90367
31071,"Garfield County, Nebraska",48545
08083,"Montezuma County, Colorado",46797
17185,"Wabash County, Illinois",51432
30035,"Glacier County, Montana",31029
13119,"Franklin County, Georgia",40198
24029,"Kent County, Maryland",56009
18177,"Wayne County, Indiana",44228
28105,"Oktibbeha County, Mississippi",38800
30075,"Powder River County, Montana",52457
48259,"Kendall County, Texas",82390
49025,"Kane County, Utah",48269
12117,"Seminole County, Florida",63760
16075,"Payette County, Idaho",50289
55099,"Price County, Wisconsin",46742
31129,"Nuckolls County, Nebraska",42049
38041,"Hettinger County, North Dakota",56761
42049,"Erie County, Pennsylvania",49716
19105,"Jones County, Iowa",56012
34001,"Atlantic County, New Jersey",59989
21135,"Lewis County, Kentucky",31096
28011,"Bolivar County, Mississippi",29912
15005,"Kalawao County, Hawaii",61875
18037,"Dubois County, Indiana",58994
54081,"Raleigh County, West Virginia",42296
48451,"Tom Green County, Texas",51675
41025,"Harney County, Oregon",41797
39107,"Mercer County, Ohio",59417
17189,"Washington County, Illinois",59469
35005,"Chaves County, New Mexico",43197
31031,"Cherry County, Nebraska",53684
29147,"Nodaway County, Missouri",43349
39007,"Ashtabula County, Ohio",44823
12051,"Hendry County, Florida",40728
45083,"Spartanburg County, South Carolina",50179
22097,"St. Landry Parish, Louisiana",33288
31035,"Clay County, Nebraska",56316
40031,"Comanche County, Oklahoma",52227
21107,"Hopkins County, Kentucky",45738
42009,"Bedford County, Pennsylvania",49146
21031,"Butler County, Kentucky",40061
18127,"Porter County, Indiana",68044
21119,"Knott County, Kentucky",29326
33019,"Sullivan County, New Hampshire",60780
12125,"Union County, Florida",41770
13185,"Lowndes County, Georgia",41390
27049,"Goodhue County, Minnesota",64765
19137,"Montgomery County, Iowa",47648
53055,"San Juan County, Washington",60711
48297,"Live Oak County, Texas",55766
28097,"Montgomery County, Mississippi",33667
20195,"Trego County, Kansas",56810
19073,"Greene County, Iowa",54050
36087,"Rockland County, New York",91108
42129,"Westmoreland County, Pennsylvania",58866
18119,"Owen County, Indiana",48667
06093,"Siskiyou County, California",44200
37031,"Carteret County, North Carolina",54428
51105,"Lee County, Virginia",32718
45001,"Abbeville County, South Carolina",36685
37089,"Henderson County, North Carolina",52815
20129,"Morton County, Kansas",43925
54079,"Putnam County, West Virginia",59626
36091,"Saratoga County, New York",80839
28041,"Greene County, Mississippi",49447
29115,"Linn County, Missouri",43642
54103,"Wetzel County, West Virginia",42125
20117,"Marshall County, Kansas",50234
55047,"Green Lake County, Wisconsin",53260
54043,"Lincoln County, West Virginia",37679
01021,"Chilton County, Alabama",45182
05109,"Pike County, Arkansas",37406
37147,"Pitt County, North Carolina",44315
54009,"Brooke County, West Virginia",49772
72007,"Aguas Buenas Municipio, Puerto Rico",17255
48013,"Atascosa County, Texas",55265
19109,"Kossuth County, Iowa",54146
18087,"LaGrange County, Indiana",60675
31097,"Johnson County, Nebraska",52794
31143,"Polk County, Nebraska",61962
01075,"Lamar County, Alabama",36756
18101,"Martin County, Indiana",51224
48031,"Blanco County, Texas",63071
45019,"Charleston County, South Carolina",61028
51760,"Richmond city, Virginia",45117
20203,"Wichita County, Kansas",57566
08059,"Jefferson County, Colorado",78943
44003,"Kent County, Rhode Island",70223
41037,"Lake County, Oregon",36627
40033,"Cotton County, Oklahoma",51623
46079,"Lake County, South Dakota",59232
20019,"Chautauqua County, Kansas",38690
48081,"Coke County, Texas",45551
12055,"Highlands County, Florida",37314
48107,"Crosby County, Texas",37899
48101,"Cottle County, Texas",34375
19093,"Ida County, Iowa",55969
32001,"Churchill County, Nevada",51514
20009,"Barton County, Kansas",50198
23021,"Piscataquis County, Maine",39470
12049,"Hardee County, Florida",37594
48111,"Dallam County, Texas",51250
20205,"Wilson County, Kansas",46208
37035,"Catawba County, North Carolina",51157
22107,"Tensas Parish, Louisiana",23870
01059,"Franklin County, Alabama",40459
48123,"DeWitt County, Texas",53779
35035,"Otero County, New Mexico",42752
22073,"Ouachita Parish, Louisiana",41314
39085,"Lake County, Ohio",63475
29059,"Dallas County, Missouri",41551
20093,"Kearny County, Kansas",51314
06053,"Monterey County, California",66676
12033,"Escambia County, Florida",49286
12057,"Hillsborough County, Florida",56137
18065,"Henry County, Indiana",48235
04012,"La Paz County, Arizona",33333
40137,"Stephens County, Oklahoma",46166
21045,"Casey County, Kentucky",34457
17083,"Jersey County, Illinois",56747
28007,"Attala County, Mississippi",34756
26087,"Lapeer County, Michigan",58952
53041,"Lewis County, Washington",50216
55015,"Calumet County, Wisconsin",72530
29071,"Franklin County, Missouri",55312
48499,"Wood County, Texas",48534
08075,"Logan County, Colorado",48922
28073,"Lamar County, Mississippi",58188
39035,"Cuyahoga County, Ohio",48435
01001,"Autauga County, Alabama",58786
23019,"Penobscot County, Maine",49374
06035,"Lassen County, California",56362
05137,"Stone County, Arkansas",36162
51193,"Westmoreland County, Virginia",54268
37191,"Wayne County, North Carolina",42192
27121,"Pope County, Minnesota",58132
39003,"Allen County, Ohio",50552
42011,"Berks County, Pennsylvania",61522
41069,"Wheeler County, Oregon",33456
29211,"Sullivan County, Missouri",42604
01025,"Clarke County, Alabama",36127
46109,"Roberts County, South Dakota",50495
39105,"Meigs County, Ohio",43591
20143,"Ottawa County, Kansas",51971
29177,"Ray County, Missouri",59857
40139,"Texas County, Oklahoma",50450
48093,"Comanche County, Texas",47893
19147,"Palo Alto County, Iowa",52462
30069,"Petroleum County, Montana",44688
41061,"Union County, Oregon",48617
20147,"Phillips County, Kansas",48272
48461,"Upton County, Texas",52257
06089,"Shasta County, California",50905
41065,"Wasco County, Oregon",50973
05011,"Bradley County, Arkansas",39510
22023,"Cameron Parish, Louisiana",55000
12093,"Okeechobee County, Florida",40367
30111,"Yellowstone County, Montana",59117
26093,"Livingston County, Michigan",80897
06023,"Humboldt County, California",45528
21021,"Boyle County, Kentucky",43274
28159,"Winston County, Mississippi",36214
40029,"Coal County, Oklahoma",40000
32003,"Clark County, Nevada",56802
29107,"Lafayette County, Missouri",54661
55023,"Crawford County, Wisconsin",48853
05073,"Lafayette County, Arkansas",32412
38049,"McHenry County, North Dakota",62637
39115,"Morgan County, Ohio",41731
37153,"Richmond County, North Carolina",36091
48151,"Fisher County, Texas",46827
13011,"Banks County, Georgia",45373
06113,"Yolo County, California",65923
17127,"Massac County, Illinois",42604
47153,"Sequatchie County, Tennessee",51750
39075,"Holmes County, Ohio",62111
22009,"Avoyelles Parish, Louisiana",38077
30045,"Judith Basin County, Montana",45764
36093,"Schenectady County, New York",63785
27089,"Marshall County, Minnesota",58723
40077,"Latimer County, Oklahoma",42363
47035,"Cumberland County, Tennessee",43893
20133,"Neosho County, Kansas",44294
37081,"Guilford County, North Carolina",51072
13321,"Worth County, Georgia",46076
05093,"Mississippi County, Arkansas",37237
37037,"Chatham County, North Carolina",63531
13037,"Calhoun County, Georgia",31725
28049,"Hinds County, Mississippi",43005
48069,"Castro County, Texas",45000
22037,"East Feliciana Parish, Louisiana",48129
51091,"Highland County, Virginia",46147
21219,"Todd County, Kentucky",41865
27061,"Itasca County, Minnesota",53022
05041,"Desha County, Arkansas",30234
13261,"Sumter County, Georgia",36205
42055,"Franklin County, Pennsylvania",59713
05029,"Conway County, Arkansas",41196
28133,"Sunflower County, Mississippi",30029
72059,"Guayanilla Municipio, Puerto Rico",16922
25019,"Nantucket County, Massachusetts",105171
28143,"Tunica County, Mississippi",37822
37159,"Rowan County, North Carolina",48667
29141,"Morgan County, Missouri",37727
37197,"Yadkin County, North Carolina",42876
48417,"Shackelford County, Texas",45187
46017,"Buffalo County, South Dakota",32500
12121,"Suwannee County, Florida",42686
48483,"Wheeler County, Texas",49352
41033,"Josephine County, Oregon",43046
48143,"Erath County, Texas",48819
48403,"Sabine County, Texas",33257
06001,"Alameda County, California",92574
38005,"Benson County, North Dakota",44313
17087,"Johnson County, Illinois",50923
17167,"Sangamon County, Illinois",60466
54073,"Pleasants County, West Virginia",48563
35059,"Union County, New Mexico",37936
72051,"Dorado Municipio, Puerto Rico",29667
17175,"Stark County, Illinois",52260
28051,"Holmes County, Mississippi",21093
47003,"Bedford County, Tennessee",48945
20099,"Labette County, Kansas",47668
22013,"Bienville Parish, Louisiana",30300
22085,"Sabine Parish, Louisiana",39465
31133,"Pawnee County, Nebraska",46314
48365,"Panola County, Texas",51569
48459,"Upshur County, Texas",50906
29091,"Howell County, Missouri",36143
48209,"Hays County, Texas",65935
28033,"DeSoto County, Mississippi",65169
51119,"Middlesex County, Virginia",51917
48083,"Coleman County, Texas",43981
37149,"Polk County, North Carolina",48834
51610,"Falls Church city, Virginia",124796
72143,"Vega Alta Municipio, Puerto Rico",18895
12119,"Sumter County, Florida",55228
02170,"Matanuska-Susitna Borough, Alaska",75905
17177,"Stephenson County, Illinois",48016
18035,"Delaware County, Indiana",42705
39051,"Fulton County, Ohio",60231
17063,"Grundy County, Illinois",74140
51165,"Rockingham County, Virginia",59817
42107,"Schuylkill County, Pennsylvania",49190
42093,"Montour County, Pennsylvania",57183
02150,"Kodiak Island Borough, Alaska",78281
20061,"Geary County, Kansas",49185
21041,"Carroll County, Kentucky",43258
08105,"Rio Grande County, Colorado",38639
51007,"Amelia County, Virginia",58526
21185,"Oldham County, Kentucky",97597
20003,"Anderson County, Kansas",46274
47099,"Lawrence County, Tennessee",41553
31153,"Sarpy County, Nebraska",79549
13319,"Wilkinson County, Georgia",37583
72057,"Guayama Municipio, Puerto Rico",16374
51181,"Surry County, Virginia",54844
12043,"Glades County, Florida",39879
42029,"Chester County, Pennsylvania",96726
29095,"Jackson County, Missouri",52805
08125,"Yuma County, Colorado",48394
26163,"Wayne County, Michigan",45321
37075,"Graham County, North Carolina",36525
38011,"Bowman County, North Dakota",65063
55103,"Richland County, Wisconsin",51335
48467,"Van Zandt County, Texas",51935
19077,"Guthrie County, Iowa",57075
35053,"Socorro County, New Mexico",36146
40121,"Pittsburg County, Oklahoma",45346
08029,"Delta County, Colorado",44512
08123,"Weld County, Colorado",70908
19157,"Poweshiek County, Iowa",53520
29015,"Benton County, Missouri",38028
48373,"Polk County, Texas",46182
18029,"Dearborn County, Indiana",65096
29213,"Taney County, Missouri",41487
01091,"Marengo County, Alabama",32809
13193,"Macon County, Georgia",31999
56023,"Lincoln County, Wyoming",64519
48435,"Sutton County, Texas",60543
37051,"Cumberland County, North Carolina",45716
27003,"Anoka County, Minnesota",79923
40115,"Ottawa County, Oklahoma",39070
13095,"Dougherty County, Georgia",37633
37199,"Yancey County, North Carolina",39888
18095,"Madison County, Indiana",47436
37143,"Perquimans County, North Carolina",45915
27051,"Grant County, Minnesota",55912
05143,"Washington County, Arkansas",49629
51735,"Poquoson city, Virginia",96831
27163,"Washington County, Minnesota",92376
46089,"McPherson County, South Dakota",43804
20011,"Bourbon County, Kansas",40733
49039,"Sanpete County, Utah",51720
28147,"Walthall County, Mississippi",29804
29069,"Dunklin County, Missouri",34186
48345,"Motley County, Texas",43750
45021,"Cherokee County, South Carolina",35836
28071,"Lafayette County, Mississippi",47132
41059,"Umatilla County, Oregon",51887
21217,"Taylor County, Kentucky",39055
37061,"Duplin County, North Carolina",38850
53033,"King County, Washington",89418
13295,"Walker County, Georgia",43650
46123,"Tripp County, South Dakota",51027
22017,"Caddo Parish, Louisiana",40866
48415,"Scurry County, Texas",55889
27031,"Cook County, Minnesota",52271
19075,"Grundy County, Iowa",66965
20105,"Lincoln County, Kansas",46196
13027,"Brooks County, Georgia",34322
01113,"Russell County, Alabama",40978
21091,"Hancock County, Kentucky",52019
18089,"Lake County, Indiana",54249
29037,"Cass County, Missouri",67659
13171,"Lamar County, Georgia",41464
21147,"McCreary County, Kentucky",23273
26055,"Grand Traverse County, Michigan",61485
27027,"Clay County, Minnesota",65000
31037,"Colfax County, Nebraska",56528
29077,"Greene County, Missouri",44808
40119,"Payne County, Oklahoma",40944
24003,"Anne Arundel County, Maryland",97810
56005,"Campbell County, Wyoming",79916
05089,"Marion County, Arkansas",35518
51033,"Caroline County, Virginia",64715
08031,"Denver County, Colorado",63793
16079,"Shoshone County, Idaho",39091
31059,"Fillmore County, Nebraska",55625
46023,"Charles Mix County, South Dakota",46389
27005,"Becker County, Minnesota",59278
47177,"Warren County, Tennessee",37715
28003,"Alcorn County, Mississippi",40180
47127,"Moore County, Tennessee",52294
72117,"Rincï¿½n Municipio, Puerto Rico",21591
44005,"Newport County, Rhode Island",77237
31137,"Phelps County, Nebraska",57241
08049,"Grand County, Colorado",70469
48465,"Val Verde County, Texas",45521
19121,"Madison County, Iowa",64512
72061,"Guaynabo Municipio, Puerto Rico",33937
47081,"Hickman County, Tennessee",41998
37033,"Caswell County, North Carolina",43961
39045,"Fairfield County, Ohio",66175
39137,"Putnam County, Ohio",62001
48011,"Armstrong County, Texas",66563
48221,"Hood County, Texas",59049
28099,"Neshoba County, Mississippi",36875
13123,"Gilmer County, Georgia",49389
06051,"Mono County, California",63018
12059,"Holmes County, Florida",38608
28153,"Wayne County, Mississippi",37970
34031,"Passaic County, New Jersey",66476
23031,"York County, Maine",65538
02110,"Juneau City and Borough, Alaska",88213
27055,"Houston County, Minnesota",58729
19167,"Sioux County, Iowa",67178
21215,"Spencer County, Kentucky",77738
53013,"Columbia County, Washington",51111
41013,"Crook County, Oregon",44524
46091,"Marshall County, South Dakota",63594
20151,"Pratt County, Kansas",54029
32510,"Carson City, Nevada",52034
37185,"Warren County, North Carolina",35962
30005,"Blaine County, Montana",38083
42073,"Lawrence County, Pennsylvania",48860
19063,"Emmet County, Iowa",48542
37003,"Alexander County, North Carolina",44961
36037,"Genesee County, New York",59338
27053,"Hennepin County, Minnesota",74113
25015,"Hampshire County, Massachusetts",67044
27071,"Koochiching County, Minnesota",47129
23001,"Androscoggin County, Maine",51412
12053,"Hernando County, Florida",46030
38043,"Kidder County, North Dakota",57734
48055,"Caldwell County, Texas",52278
46047,"Fall River County, South Dakota",50837
19017,"Bremer County, Iowa",68023
22039,"Evangeline Parish, Louisiana",32180
01011,"Bullock County, Alabama",32152
05125,"Saline County, Arkansas",62152
46059,"Hand County, South Dakota",52438
17011,"Bureau County, Illinois",55940
04003,"Cochise County, Arizona",48649
29157,"Perry County, Missouri",54964
42001,"Adams County, Pennsylvania",64507
21089,"Greenup County, Kentucky",49343
27151,"Swift County, Minnesota",48577
17021,"Christian County, Illinois",52415
12013,"Calhoun County, Florida",38609
19051,"Davis County, Iowa",58464
31149,"Rock County, Nebraska",52604
13189,"McDuffie County, Georgia",39199
55131,"Washington County, Wisconsin",74062
47067,"Hancock County, Tennessee",28990
18129,"Posey County, Indiana",62583
39135,"Preble County, Ohio",55374
40095,"Marshall County, Oklahoma",45828
42031,"Clarion County, Pennsylvania",45625
48105,"Crockett County, Texas",51152
46117,"Stanley County, South Dakota",71763
26019,"Benzie County, Michigan",56639
46137,"Ziebach County, South Dakota",37143
48369,"Parmer County, Texas",54184
55031,"Douglas County, Wisconsin",52480
05131,"Sebastian County, Arkansas",43240
48237,"Jack County, Texas",51700
19127,"Marshall County, Iowa",54027
29025,"Caldwell County, Missouri",48033
48409,"San Patricio County, Texas",55229
55071,"Manitowoc County, Wisconsin",53489
40035,"Craig County, Oklahoma",41701
27153,"Todd County, Minnesota",52872
45011,"Barnwell County, South Carolina",36566
37135,"Orange County, North Carolina",68211
40107,"Okfuskee County, Oklahoma",38527
20029,"Cloud County, Kansas",44143
19163,"Scott County, Iowa",58803
36111,"Ulster County, New York",63348
29113,"Lincoln County, Missouri",61628
39103,"Medina County, Ohio",74243
01039,"Covington County, Alabama",40601
22117,"Washington Parish, Louisiana",34985
51001,"Accomack County, Virginia",43210
46061,"Hanson County, South Dakota",63036
19191,"Winneshiek County, Iowa",62820
41021,"Gilliam County, Oregon",42976
72125,"San Germï¿½n Municipio, Puerto Rico",15619
08037,"Eagle County, Colorado",84685
31141,"Platte County, Nebraska",62617
31043,"Dakota County, Nebraska",55017
40129,"Roger Mills County, Oklahoma",47667
46035,"Davison County, South Dakota",47772
01067,"Henry County, Alabama",48610
46111,"Sanborn County, South Dakota",54899
48367,"Parker County, Texas",74625
49041,"Sevier County, Utah",53020
39155,"Trumbull County, Ohio",45975
01129,"Washington County, Alabama",40794
36085,"Richmond County, New York",79267
18043,"Floyd County, Indiana",61754
31033,"Cheyenne County, Nebraska",56538
53069,"Wahkiakum County, Washington",54085
45049,"Hampton County, South Carolina",32453
13045,"Carroll County, Georgia",49608
13079,"Crawford County, Georgia",43257
34025,"Monmouth County, New Jersey",95699
26117,"Montcalm County, Michigan",47000
17031,"Cook County, Illinois",62088
36073,"Orleans County, New York",51843
53037,"Kittitas County, Washington",55193
47043,"Dickson County, Tennessee",50549
17173,"Shelby County, Illinois",51157
26091,"Lenawee County, Michigan",53972
21143,"Lyon County, Kentucky",50097
30011,"Carter County, Montana",44196
47039,"Decatur County, Tennessee",40233
72095,"Maunabo Municipio, Puerto Rico",19788
48071,"Chambers County, Texas",76850
21169,"Metcalfe County, Kentucky",35809
09011,"New London County, Connecticut",71368
55095,"Polk County, Wisconsin",56932
13177,"Lee County, Georgia",65420
01071,"Jackson County, Alabama",39816
48149,"Fayette County, Texas",56297
48447,"Throckmorton County, Texas",44196
46075,"Jones County, South Dakota",41103
19133,"Monona County, Iowa",45252
17057,"Fulton County, Illinois",50180
21177,"Muhlenberg County, Kentucky",43110
50001,"Addison County, Vermont",65093
18031,"Decatur County, Indiana",54622
47109,"McNairy County, Tennessee",36055
72111,"Peï¿½uelas Municipio, Puerto Rico",17592
06003,"Alpine County, California",64688
36055,"Monroe County, New York",57479
18061,"Harrison County, Indiana",57132
38087,"Slope County, North Dakota",63942
48175,"Goliad County, Texas",60492
48491,"Williamson County, Texas",83679
48391,"Refugio County, Texas",48112
29155,"Pemiscot County, Missouri",33390
39043,"Erie County, Ohio",52270
51775,"Salem city, Virginia",57185
48191,"Hall County, Texas",32921
48007,"Aransas County, Texas",44865
17035,"Cumberland County, Illinois",53376
37187,"Washington County, North Carolina",35512
54095,"Tyler County, West Virginia",41108
31155,"Saunders County, Nebraska",66718
51073,"Gloucester County, Virginia",66701
54035,"Jackson County, West Virginia",44783
17153,"Pulaski County, Illinois",33799
34023,"Middlesex County, New Jersey",85954
47087,"Jackson County, Tennessee",36703
51530,"Buena Vista city, Virginia",34273
51540,"Charlottesville city, Virginia",58933
54059,"Mingo County, West Virginia",31305
48181,"Grayson County, Texas",54370
10001,"Kent County, Delaware",58775
18141,"St. Joseph County, Indiana",50938
16065,"Madison County, Idaho",36031
45073,"Oconee County, South Carolina",46056
19043,"Clayton County, Iowa",52828
47009,"Blount County, Tennessee",54140
08027,"Custer County, Colorado",44644
28101,"Newton County, Mississippi",33831
31013,"Box Butte County, Nebraska",56412
17145,"Perry County, Illinois",48298
55079,"Milwaukee County, Wisconsin",48742
31027,"Cedar County, Nebraska",58978
51125,"Nelson County, Virginia",62446
39073,"Hocking County, Ohio",50000
40065,"Jackson County, Oklahoma",45757
48349,"Navarro County, Texas",47920
40117,"Pawnee County, Oklahoma",47413
37121,"Mitchell County, North Carolina",44186
08103,"Rio Blanco County, Colorado",55543
51057,"Essex County, Virginia",52681
48307,"McCulloch County, Texas",45329
22113,"Vermilion Parish, Louisiana",50690
38009,"Bottineau County, North Dakota",59882
72005,"Aguadilla Municipio, Puerto Rico",16693
36035,"Fulton County, New York",50248
40089,"McCurtain County, Oklahoma",35829
46127,"Union County, South Dakota",69563
22067,"Morehouse Parish, Louisiana",33333
19183,"Washington County, Iowa",61769
51153,"Prince William County, Virginia",103445
02290,"Yukon-Koyukuk Census Area, Alaska",40000
05025,"Cleveland County, Arkansas",42460
48079,"Cochran County, Texas",42798
48137,"Edwards County, Texas",40313
37167,"Stanly County, North Carolina",49590
44007,"Providence County, Rhode Island",55233
48035,"Bosque County, Texas",50882
36045,"Jefferson County, New York",52268
01029,"Cleburne County, Alabama",40188
24011,"Caroline County, Maryland",54956
29137,"Monroe County, Missouri",43973
48247,"Jim Hogg County, Texas",32049
22081,"Red River Parish, Louisiana",33446
04015,"Mohave County, Arizona",43266
51045,"Craig County, Virginia",55484
