geoid,name,median
27157,"Wabasha County, Minnesota",65138
39171,"Williams County, Ohio",49491
01073,"Jefferson County, Alabama",51979
22051,"Jefferson Parish, Louisiana",52558
06095,"Solano County, California",77609
40087,"McClain County, Oklahoma",64492
13003,"Atkinson County, Georgia",34877
13055,"Chattooga County, Georgia",36107
16087,"Washington County, Idaho",37206
17095,"Knox County, Illinois",43709
17051,"Fayette County, Illinois",44432
54001,"Barbour County, West Virginia",39580
21115,"Johnson County, Kentucky",37559
26077,"Kalamazoo County, Michigan",54431
19031,"Cedar County, Iowa",65791
53059,"Skamania County, Washington",58598
15003,"Honolulu County, Hawaii",82906
13093,"Dooly County, Georgia",35629
48303,"Lubbock County, Texas",50473
05085,"Lonoke County, Arkansas",57509
47083,"Houston County, Tennessee",43964
30029,"Flathead County, Montana",52966
21083,"Graves County, Kentucky",41615
28115,"Pontotoc County, Mississippi",41379
35041,"Roosevelt County, New Mexico",40775
26155,"Shiawassee County, Michigan",54742
13293,"Upson County, Georgia",36529
34015,"Gloucester County, New Jersey",85160
54061,"Monongalia County, West Virginia",49926
39059,"Guernsey County, Ohio",43975
17039,"De Witt County, Illinois",55591
46125,"Turner County, South Dakota",55380
13287,"Turner County, Georgia",38341
55013,"Burnett County, Wisconsin",49982
13077,"Coweta County, Georgia",70717
31167,"Stanton County, Nebraska",62687
45085,"Sumter County, South Carolina",43792
28039,"George County, Mississippi",48319
13221,"Oglethorpe County, Georgia",44927
31017,"Brown County, Nebraska",41550
28117,"Prentiss County, Mississippi",37519
51021,"Bland County, Virginia",50511
29127,"Marion County, Missouri",46762
21017,"Bourbon County, Kentucky",51462
26013,"Baraga County, Michigan",42444
37053,"Currituck County, North Carolina",66284
08121,"Washington County, Colorado",49375
30043,"Jefferson County, Montana",66867
36005,"Bronx County, New York",38085
22099,"St. Martin Parish, Louisiana",47974
20137,"Norton County, Kansas",49891
16021,"Boundary County, Idaho",43507
01119,"Sumter County, Alabama",23132
47159,"Smith County, Tennessee",46404
13135,"Gwinnett County, Georgia",67769
24041,"Talbot County, Maryland",67204
34035,"Somerset County, New Jersey",111772
29051,"Cole County, Missouri",57587
37165,"Scotland County, North Carolina",35617
72054,"Florida Municipio, Puerto Rico",20315
21213,"Simpson County, Kentucky",48311
37183,"Wake County, North Carolina",76956
37043,"Clay County, North Carolina",38801
53063,"Spokane County, Washington",54852
24039,"Somerset County, Maryland",42165
29129,"Mercer County, Missouri",44085
30047,"Lake County, Montana",45488
27047,"Freeborn County, Minnesota",52447
40111,"Okmulgee County, Oklahoma",42175
72069,"Humacao Municipio, Puerto Rico",19880
42061,"Huntingdon County, Pennsylvania",48597
46135,"Yankton County, South Dakota",54694
37041,"Chowan County, North Carolina",42621
51019,"Bedford County, Virginia",61541
23025,"Somerset County, Maine",42491
46107,"Potter County, South Dakota",53600
51141,"Patrick County, Virginia",40486
31055,"Douglas County, Nebraska",61688
38013,"Burke County, North Dakota",74931
13107,"Emanuel County, Georgia",34946
26131,"Ontonagon County, Michigan",38906
29001,"Adair County, Missouri",40046
13111,"Fannin County, Georgia",45647
40059,"Harper County, Oklahoma",50114
45035,"Dorchester County, South Carolina",61698
13313,"Whitfield County, Georgia",46970
29019,"Boone County, Missouri",54043
32009,"Esmeralda County, Nevada",40000
40073,"Kingfisher County, Oklahoma",60656
30001,"Beaverhead County, Montana",44809
48091,"Comal County, Texas",75356
29209,"Stone County, Missouri",46443
08053,"Hinsdale County, Colorado",52188
49021,"Iron County, Utah",46809
05053,"Grant County, Arkansas",51920
48163,"Frio County, Texas",42476
20175,"Seward County, Kansas",47025
39157,"Tuscarawas County, Ohio",51170
40143,"Tulsa County, Oklahoma",53902
17133,"Monroe County, Illinois",81268
48051,"Burleson County, Texas",56235
31053,"Dodge County, Nebraska",53101
05083,"Logan County, Arkansas",39748
27167,"Wilkin County, Minnesota",54935
09007,"Middlesex County, Connecticut",84761
01003,"Baldwin County, Alabama",55962
08085,"Montrose County, Colorado",48739
45079,"Richland County, South Carolina",53922
04017,"Navajo County, Arizona",40054
51187,"Warren County, Virginia",68189
34011,"Cumberland County, New Jersey",52593
25017,"Middlesex County, Massachusetts",97012
08045,"Garfield County, Colorado",72898
48059,"Callahan County, Texas",44602
28075,"Lauderdale County, Mississippi",41704
49047,"Uintah County, Utah",66736
01037,"Coosa County, Alabama",38301
20109,"Logan County, Kansas",51597
41043,"Linn County, Oregon",52097
55139,"Winnebago County, Wisconsin",57124
05079,"Lincoln County, Arkansas",45166
55057,"Juneau County, Wisconsin",51056
20017,"Chase County, Kansas",46295
02090,"Fairbanks North Star Borough, Alaska",77095
72105,"Naranjito Municipio, Puerto Rico",19332
01063,"Greene County, Alabama",21804
19173,"Taylor County, Iowa",48717
48289,"Leon County, Texas",44818
40015,"Caddo County, Oklahoma",44588
13241,"Rabun County, Georgia",40902
51159,"Richmond County, Virginia",49831
55055,"Jefferson County, Wisconsin",63676
20107,"Linn County, Kansas",43699
48449,"Titus County, Texas",46698
30097,"Sweet Grass County, Montana",49514
37163,"Sampson County, North Carolina",39068
36011,"Cayuga County, New York",56579
48065,"Carson County, Texas",70087
30039,"Granite County, Montana",48958
26033,"Chippewa County, Michigan",44483
48385,"Real County, Texas",34813
55141,"Wood County, Wisconsin",53473
72109,"Patillas Municipio, Puerto Rico",15761
51089,"Henry County, Virginia",36683
22091,"St. Helena Parish, Louisiana",39895
42005,"Armstrong County, Pennsylvania",49032
20111,"Lyon County, Kansas",44191
26111,"Midland County, Michigan",59271
35023,"Hidalgo County, New Mexico",36339
13219,"Oconee County, Georgia",88308
28063,"Jefferson County, Mississippi",20188
22061,"Lincoln Parish, Louisiana",34154
55125,"Vilas County, Wisconsin",44285
02013,"Aleutians East Borough, Alaska",69706
54085,"Ritchie County, West Virginia",44472
38101,"Ward County, North Dakota",67753
31025,"Cass County, Nebraska",71139
72141,"Utuado Municipio, Puerto Rico",16533
40043,"Dewey County, Oklahoma",50037
37177,"Tyrrell County, North Carolina",35472
12097,"Osceola County, Florida",50063
37055,"Dare County, North Carolina",58012
02122,"Kenai Peninsula Borough, Alaska",66684
26133,"Osceola County, Michigan",42689
72103,"Naguabo Municipio, Puerto Rico",19356
42023,"Cameron County, Pennsylvania",41485
48023,"Baylor County, Texas",40750
55081,"Monroe County, Wisconsin",58178
18163,"Vanderburgh County, Indiana",46943
47115,"Marion County, Tennessee",48024
13247,"Rockdale County, Georgia",57049
37039,"Cherokee County, North Carolina",40294
42089,"Monroe County, Pennsylvania",63931
42079,"Luzerne County, Pennsylvania",51646
05087,"Madison County, Arkansas",43891
19071,"Fremont County, Iowa",54281
45015,"Berkeley County, South Carolina",59995
08057,"Jackson County, Colorado",48828
49033,"Rich County, Utah",49886
29023,"Butler County, Missouri",39058
42025,"Carbon County, Pennsylvania",53624
29169,"Pulaski County, Missouri",51665
37105,"Lee County, North Carolina",48873
72063,"Gurabo Municipio, Puerto Rico",33661
48147,"Fannin County, Texas",50761
23009,"Hancock County, Maine",53068
39077,"Huron County, Ohio",51559
50019,"Orleans County, Vermont",47915
42105,"Potter County, Pennsylvania",42821
47129,"Morgan County, Tennessee",40166
01121,"Talladega County, Alabama",41012
47121,"Meigs County, Tennessee",43250
13035,"Butts County, Georgia",41845
51750,"Radford city, Virginia",36743
21233,"Webster County, Kentucky",40947
21125,"Laurel County, Kentucky",39230
15001,"Hawaii County, Hawaii",59297
56027,"Niobrara County, Wyoming",39359
33005,"Cheshire County, New Hampshire",63057
42007,"Beaver County, Pennsylvania",55828
28015,"Carroll County, Mississippi",43060
20139,"Osage County, Kansas",55036
39025,"Clermont County, Ohio",64822
39159,"Union County, Ohio",82775
51137,"Orange County, Virginia",68481
46011,"Brookings County, South Dakota",56370
54087,"Roane County, West Virginia",34300
38047,"Logan County, North Dakota",58144
51027,"Buchanan County, Virginia",30806
47105,"Loudon County, Tennessee",56078
21093,"Hardin County, Kentucky",53168
21237,"Wolfe County, Kentucky",22458
05039,"Dallas County, Arkansas",36628
24033,"Prince George's County, Maryland",81969
18041,"Fayette County, Indiana",43317
72067,"Hormigueros Municipio, Puerto Rico",19394
36015,"Chemung County, New York",53299
48061,"Cameron County, Texas",37132
26101,"Manistee County, Michigan",47172
37103,"Jones County, North Carolina",36892
55007,"Bayfield County, Wisconsin",52910
13279,"Toombs County, Georgia",36575
31067,"Gage County, Nebraska",51662
36047,"Kings County, New York",56015
34041,"Warren County, New Jersey",78145
13277,"Tift County, Georgia",42790
48135,"Ector County, Texas",60676
08014,"Broomfield County, Colorado",89624
30073,"Pondera County, Montana",45458
19165,"Shelby County, Iowa",55489
40007,"Beaver County, Oklahoma",51996
48407,"San Jacinto County, Texas",44658
45055,"Kershaw County, South Carolina",49392
48343,"Morris County, Texas",42961
48171,"Gillespie County, Texas",58325
18053,"Grant County, Indiana",42593
47165,"Sumner County, Tennessee",64631
28083,"Leflore County, Mississippi",26052
51770,"Roanoke city, Virginia",43028
05077,"Lee County, Arkansas",28367
13301,"Warren County, Georgia",34730
42115,"Susquehanna County, Pennsylvania",53059
18001,"Adams County, Indiana",51713
16053,"Jerome County, Idaho",49306
19059,"Dickinson County, Iowa",58099
72033,"Cataï¿½o Municipio, Puerto Rico",18253
13175,"Laurens County, Georgia",37369
48195,"Hansford County, Texas",39229
20135,"Ness County, Kansas",51033
05021,"Clay County, Arkansas",33935
32019,"Lyon County, Nevada",55493
35031,"McKinley County, New Mexico",31674
36077,"Otsego County, New York",53121
42039,"Crawford County, Pennsylvania",49144
13155,"Irwin County, Georgia",32339
46003,"Aurora County, South Dakota",59293
28059,"Jackson County, Mississippi",51142
49051,"Wasatch County, Utah",77449
28001,"Adams County, Mississippi",29203
35051,"Sierra County, New Mexico",30451
41003,"Benton County, Oregon",58655
51195,"Wise County, Virginia",38345
29017,"Bollinger County, Missouri",42985
35006,"Cibola County, New Mexico",37368
51520,"Bristol city, Virginia",37904
54101,"Webster County, West Virginia",34312
46103,"Pennington County, South Dakota",55024
28019,"Choctaw County, Mississippi",37203
28155,"Webster County, Mississippi",40683
42101,"Philadelphia County, Pennsylvania",43744
46041,"Dewey County, South Dakota",43954
13099,"Early County, Georgia",31567
16071,"Oneida County, Idaho",51058
54003,"Berkeley County, West Virginia",60615
36083,"Rensselaer County, New York",65851
21179,"Nelson County, Kentucky",57469
16019,"Bonneville County, Idaho",56609
49057,"Weber County, Utah",64636
56031,"Platte County, Wyoming",47096
06059,"Orange County, California",85398
13085,"Dawson County, Georgia",65805
19171,"Tama County, Iowa",55898
48085,"Collin County, Texas",94192
55041,"Forest County, Wisconsin",44313
20191,"Sumner County, Kansas",54915
25001,"Barnstable County, Massachusetts",70621
31119,"Madison County, Nebraska",52857
21073,"Franklin County, Kentucky",55068
48361,"Orange County, Texas",55700
46077,"Kingsbury County, South Dakota",59375
20037,"Crawford County, Kansas",40174
01023,"Choctaw County, Alabama",34884
08019,"Clear Creek County, Colorado",69936
13101,"Echols County, Georgia",34447
08119,"Teller County, Colorado",65382
16013,"Blaine County, Idaho",51968
30009,"Carbon County, Montana",57538
01089,"Madison County, Alabama",63417
19159,"Ringgold County, Iowa",52005
42123,"Warren County, Pennsylvania",48409
20089,"Jewell County, Kansas",42552
11001,"District of Columbia, District of Columbia",82604
27035,"Crow Wing County, Minnesota",54508
21009,"Barren County, Kentucky",40216
12095,"Orange County, Florida",54335
37063,"Durham County, North Carolina",58190
17069,"Hardin County, Illinois",43081
30059,"Meagher County, Montana",43109
55025,"Dane County, Wisconsin",70541
48077,"Clay County, Texas",51191
48281,"Lampasas County, Texas",58194
26139,"Ottawa County, Michigan",67468
51740,"Portsmouth city, Virginia",50224
53031,"Jefferson County, Washington",54471
26041,"Delta County, Michigan",46490
32027,"Pershing County, Nevada",50846
10003,"New Castle County, Delaware",70996
24015,"Cecil County, Maryland",72845
16041,"Franklin County, Idaho",56613
27145,"Stearns County, Minnesota",60606
51149,"Prince George County, Virginia",67001
40075,"Kiowa County, Oklahoma",38209
48495,"Winkler County, Texas",59167
06099,"Stanislaus County, California",57387
56009,"Converse County, Wyoming",63923
21105,"Hickman County, Kentucky",40463
06061,"Placer County, California",84357
42097,"Northumberland County, Pennsylvania",47063
48019,"Bandera County, Texas",53683
33013,"Merrimack County, New Hampshire",72478
48299,"Llano County, Texas",52178
08017,"Cheyenne County, Colorado",55227
53057,"Skagit County, Washington",62865
47151,"Scott County, Tennessee",35453
19151,"Pocahontas County, Iowa",49877
48133,"Eastland County, Texas",35325
55063,"La Crosse County, Wisconsin",55479
47055,"Giles County, Tennessee",47528
37049,"Craven County, North Carolina",50870
05065,"Izard County, Arkansas",40218
17033,"Crawford County, Illinois",49233
50009,"Essex County, Vermont",41045
08111,"San Juan County, Colorado",46563
29093,"Iron County, Missouri",37188
12027,"DeSoto County, Florida",35057
17123,"Marshall County, Illinois",55901
13089,"DeKalb County, Georgia",59280
50023,"Washington County, Vermont",62108
48357,"Ochiltree County, Texas",49928
13315,"Wilcox County, Georgia",36077
13161,"Jeff Davis County, Georgia",36531
40133,"Seminole County, Oklahoma",38706
51017,"Bath County, Virginia",46137
72081,"Lares Municipio, Puerto Rico",14540
05115,"Pope County, Arkansas",41914
01117,"Shelby County, Alabama",75761
29221,"Washington County, Missouri",39621
37015,"Bertie County, North Carolina",33143
24001,"Allegany County, Maryland",44065
48377,"Presidio County, Texas",27061
54077,"Preston County, West Virginia",48317
23027,"Waldo County, Maine",51564
47049,"Fentress County, Tennessee",35084
47141,"Putnam County, Tennessee",40888
31175,"Valley County, Nebraska",55170
46095,"Mellette County, South Dakota",31222
51003,"Albemarle County, Virginia",75394
45089,"Williamsburg County, South Carolina",32351
25027,"Worcester County, Massachusetts",71895
30017,"Custer County, Montana",55841
17061,"Greene County, Illinois",46052
08043,"Fremont County, Colorado",46296
46009,"Bon Homme County, South Dakota",54450
34009,"Cape May County, New Jersey",63690
31061,"Franklin County, Nebraska",49235
51061,"Fauquier County, Virginia",97469
48223,"Hopkins County, Texas",51877
55061,"Kewaunee County, Wisconsin",63118
02282,"Yakutat City and Borough, Alaska",65833
16043,"Fremont County, Idaho",53311
28161,"Yalobusha County, Mississippi",41864
18139,"Rush County, Indiana",50535
51700,"Newport News city, Virginia",51884
31117,"McPherson County, Nebraska",48882
17149,"Pike County, Illinois",42664
48233,"Hutchinson County, Texas",50651
72053,"Fajardo Municipio, Puerto Rico",19068
40127,"Pushmataha County, Oklahoma",37457
17099,"LaSalle County, Illinois",56243
21109,"Jackson County, Kentucky",32143
40063,"Hughes County, Oklahoma",39265
31135,"Perkins County, Nebraska",62469
17023,"Clark County, Illinois",54158
47095,"Lake County, Tennessee",34966
37059,"Davie County, North Carolina",57611
29167,"Polk County, Missouri",44892
51107,"Loudoun County, Virginia",136268
37073,"Gates County, North Carolina",52205
40125,"Pottawatomie County, Oklahoma",47683
06009,"Calaveras County, California",58151
04007,"Gila County, Arizona",42092
29186,"Ste. Genevieve County, Missouri",56234
48267,"Kimble County, Texas",42500
35061,"Valencia County, New Mexico",45084
42065,"Jefferson County, Pennsylvania",46818
21047,"Christian County, Kentucky",41235
18079,"Jennings County, Indiana",49801
37117,"Martin County, North Carolina",39205
29005,"Atchison County, Missouri",48385
29021,"Buchanan County, Missouri",50457
30103,"Treasure County, Montana",42292
18179,"Wells County, Indiana",56265
04021,"Pinal County, Arizona",55550
22021,"Caldwell Parish, Louisiana",32174
26157,"Tuscola County, Michigan",47694
20053,"Ellsworth County, Kansas",48188
42091,"Montgomery County, Pennsylvania",88166
47157,"Shelby County, Tennessee",49782
27045,"Fillmore County, Minnesota",59451
55083,"Oconto County, Wisconsin",57105
08013,"Boulder County, Colorado",78642
24021,"Frederick County, Maryland",91999
18165,"Vermillion County, Indiana",48377
48333,"Mills County, Texas",41827
13063,"Clayton County, Georgia",45778
17093,"Kendall County, Illinois",91764
37125,"Moore County, North Carolina",57899
54049,"Marion County, West Virginia",48605
18027,"Daviess County, Indiana",51032
21101,"Henderson County, Kentucky",45389
38057,"Mercer County, North Dakota",79890
26047,"Emmet County, Michigan",54055
17075,"Iroquois County, Illinois",51825
49031,"Piute County, Utah",39440
46121,"Todd County, South Dakota",24257
20141,"Osborne County, Kansas",48355
26129,"Ogemaw County, Michigan",40150
39143,"Sandusky County, Ohio",51701
53023,"Garfield County, Washington",52525
46031,"Corson County, South Dakota",35441
25021,"Norfolk County, Massachusetts",99511
05129,"Searcy County, Arkansas",36390
48273,"Kleberg County, Texas",42021
46129,"Walworth County, South Dakota",52123
13153,"Houston County, Georgia",58770
48097,"Cooke County, Texas",57646
39009,"Athens County, Ohio",37778
20025,"Clark County, Kansas",50368
24013,"Carroll County, Maryland",93363
49013,"Duchesne County, Utah",63919
36019,"Clinton County, New York",55178
48413,"Schleicher County, Texas",55677
48507,"Zavala County, Texas",30988
29229,"Wright County, Missouri",32752
17141,"Ogle County, Illinois",59707
72139,"Trujillo Alto Municipio, Puerto Rico",31193
13233,"Polk County, Georgia",43491
13169,"Jones County, Georgia",53155
13215,"Muscogee County, Georgia",45389
40101,"Muskogee County, Oklahoma",42689
08067,"La Plata County, Colorado",64372
16047,"Gooding County, Idaho",48638
20083,"Hodgeman County, Kansas",53854
17163,"St. Clair County, Illinois",53681
19039,"Clarke County, Iowa",51571
22045,"Iberia Parish, Louisiana",45274
36095,"Schoharie County, New York",53989
48363,"Palo Pinto County, Texas",45979
30089,"Sanders County, Montana",36984
72151,"Yabucoa Municipio, Puerto Rico",16013
12069,"Lake County, Florida",51884
38061,"Mountrail County, North Dakota",70678
47173,"Union County, Tennessee",41352
39063,"Hancock County, Ohio",55644
20131,"Nemaha County, Kansas",58644
06007,"Butte County, California",48443
39139,"Richland County, Ohio",47346
36033,"Franklin County, New York",51696
05135,"Sharp County, Arkansas",33708
21023,"Bracken County, Kentucky",45827
18173,"Warrick County, Indiana",70648
30015,"Chouteau County, Montana",40942
17115,"Macon County, Illinois",50444
30023,"Deer Lodge County, Montana",41783
23015,"Lincoln County, Maine",55180
37001,"Alamance County, North Carolina",45735
48227,"Howard County, Texas",51528
72079,"Lajas Municipio, Puerto Rico",13747
13157,"Jackson County, Georgia",62495
13125,"Glascock County, Georgia",41686
46063,"Harding County, South Dakota",57365
37025,"Cabarrus County, North Carolina",64174
48041,"Brazos County, Texas",46839
48401,"Rusk County, Texas",52329
12067,"Lafayette County, Florida",39543
19009,"Audubon County, Iowa",50397
22075,"Plaquemines Parish, Louisiana",52386
29067,"Douglas County, Missouri",34372
51730,"Petersburg city, Virginia",36135
05001,"Arkansas County, Arkansas",39466
13243,"Randolph County, Georgia",30914
48145,"Falls County, Texas",38032
39093,"Lorain County, Ohio",56965
05075,"Lawrence County, Arkansas",38528
32021,"Mineral County, Nevada",41163
48397,"Rockwall County, Texas",94767
48021,"Bastrop County, Texas",62941
48393,"Roberts County, Texas",73854
15007,"Kauai County, Hawaii",78482
31107,"Knox County, Nebraska",49752
72037,"Ceiba Municipio, Puerto Rico",19103
53019,"Ferry County, Washington",41924
13023,"Bleckley County, Georgia",45029
36063,"Niagara County, New York",54085
16085,"Valley County, Idaho",55299
27093,"Meeker County, Minnesota",61856
27033,"Cottonwood County, Minnesota",53354
51005,"Alleghany County, Virginia",47794
01099,"Monroe County, Alabama",30141
26089,"Leelanau County, Michigan",63831
33001,"Belknap County, New Hampshire",68368
38023,"Divide County, North Dakota",60074
47133,"Overton County, Tennessee",36558
48319,"Mason County, Texas",40708
26023,"Branch County, Michigan",50536
12041,"Gilchrist County, Florida",42357
48463,"Uvalde County, Texas",41752
29133,"Mississippi County, Missouri",32846
39039,"Defiance County, Ohio",57665
48243,"Jeff Davis County, Texas",53194
02220,"Sitka City and Borough, Alaska",71534
05051,"Garland County, Arkansas",43146
16029,"Caribou County, Idaho",59611
12029,"Dixie County, Florida",38237
36013,"Chautauqua County, New York",45332
21221,"Trigg County, Kentucky",52279
26029,"Charlevoix County, Michigan",53207
13149,"Heard County, Georgia",48094
30093,"Silver Bow County, Montana",42237
23029,"Washington County, Maine",41384
13121,"Fulton County, Georgia",64787
12045,"Gulf County, Florida",44291
31109,"Lancaster County, Nebraska",58009
20199,"Wallace County, Kansas",58875
42133,"York County, Pennsylvania",63902
01131,"Wilcox County, Alabama",27237
27063,"Jackson County, Minnesota",57010
08001,"Adams County, Colorado",67575
13091,"Dodge County, Georgia",35757
72129,"San Lorenzo Municipio, Puerto Rico",18821
48271,"Kinney County, Texas",31468
24043,"Washington County, Maryland",59719
39165,"Warren County, Ohio",83330
39049,"Franklin County, Ohio",58762
05033,"Crawford County, Arkansas",46619
39011,"Auglaize County, Ohio",61758
47117,"Marshall County, Tennessee",49370
21063,"Elliott County, Kentucky",33377
33003,"Carroll County, New Hampshire",61116
18105,"Monroe County, Indiana",47075
48443,"Terrell County, Texas",33750
06081,"San Mateo County, California",113776
54039,"Kanawha County, West Virginia",45426
48121,"Denton County, Texas",83376
12127,"Volusia County, Florida",46760
48173,"Glasscock County, Texas",75833
27043,"Faribault County, Minnesota",52286
40091,"McIntosh County, Oklahoma",37086
20071,"Greeley County, Kansas",51250
24019,"Dorchester County, Maryland",52145
30037,"Golden Valley County, Montana",39952
37091,"Hertford County, North Carolina",37005
38059,"Morton County, North Dakota",67584
36079,"Putnam County, New York",102186
48325,"Medina County, Texas",61059
26031,"Cheboygan County, Michigan",46161
01017,"Chambers County, Alabama",39872
17041,"Douglas County, Illinois",54218
51099,"King George County, Virginia",87321
01111,"Randolph County, Alabama",41449
22105,"Tangipahoa Parish, Louisiana",46297
01013,"Butler County, Alabama",39109
36089,"St. Lawrence County, New York",49305
48165,"Gaines County, Texas",59032
21005,"Anderson County, Kentucky",54160
05045,"Faulkner County, Arkansas",51930
55051,"Iron County, Wisconsin",40801
23003,"Aroostook County, Maine",39824
01035,"Conecuh County, Alabama",33177
27117,"Pipestone County, Minnesota",52309
20087,"Jefferson County, Kansas",61793
21003,"Allen County, Kentucky",40893
34005,"Burlington County, New Jersey",84992
22033,"East Baton Rouge Parish, Louisiana",52719
35019,"Guadalupe County, New Mexico",24085
36041,"Hamilton County, New York",57552
20103,"Leavenworth County, Kansas",71184
31179,"Wayne County, Nebraska",62623
39047,"Fayette County, Ohio",46478
40001,"Adair County, Oklahoma",32986
19181,"Warren County, Iowa",74383
22047,"Iberville Parish, Louisiana",47797
17195,"Whiteside County, Illinois",53828
51660,"Harrisonburg city, Virginia",43893
21081,"Grant County, Kentucky",45610
22003,"Allen Parish, Louisiana",41009
18115,"Ohio County, Indiana",61148
26059,"Hillsdale County, Michigan",48392
42085,"Mercer County, Pennsylvania",48768
36113,"Warren County, New York",59813
42067,"Juniata County, Pennsylvania",52765
36039,"Greene County, New York",53617
30007,"Broadwater County, Montana",56469
13071,"Colquitt County, Georgia",35472
08061,"Kiowa County, Colorado",39784
13223,"Paulding County, Georgia",66467
42077,"Lehigh County, Pennsylvania",62178
54065,"Morgan County, West Virginia",50661
12077,"Liberty County, Florida",37363
48215,"Hidalgo County, Texas",38398
12115,"Sarasota County, Florida",58644
53017,"Douglas County, Washington",60452
30067,"Park County, Montana",49194
38091,"Steele County, North Dakota",65848
13073,"Columbia County, Georgia",76938
55019,"Clark County, Wisconsin",51872
18167,"Vigo County, Indiana",43859
30021,"Dawson County, Montana",59820
45071,"Newberry County, South Carolina",42765
53007,"Chelan County, Washington",56135
42069,"Lackawanna County, Pennsylvania",50875
19061,"Dubuque County, Iowa",61321
38105,"Williams County, North Dakota",86575
40145,"Wagoner County, Oklahoma",61566
31111,"Lincoln County, Nebraska",56794
51047,"Culpeper County, Virginia",73116
55093,"Pierce County, Wisconsin",72111
06015,"Del Norte County, California",45258
55133,"Waukesha County, Wisconsin",84331
38055,"McLean County, North Dakota",65648
41009,"Columbia County, Oregon",59714
05009,"Boone County, Arkansas",43262
29105,"Laclede County, Missouri",46192
47057,"Grainger County, Tennessee",42997
46051,"Grant County, South Dakota",62532
27127,"Redwood County, Minnesota",53230
20185,"Stafford County, Kansas",48563
22029,"Concordia Parish, Louisiana",31813
21123,"Larue County, Kentucky",41779
48157,"Fort Bend County, Texas",95561
27037,"Dakota County, Minnesota",83288
48477,"Washington County, Texas",56237
17065,"Hamilton County, Illinois",56862
33015,"Rockingham County, New Hampshire",90429
37131,"Northampton County, North Carolina",35499
54067,"Nicholas County, West Virginia",38468
31065,"Furnas County, Nebraska",47989
13205,"Mitchell County, Georgia",37027
04001,"Apache County, Arizona",32963
13217,"Newton County, Georgia",53309
35013,"Doï¿½a Ana County, New Mexico",39164
36031,"Essex County, New York",56196
55113,"Sawyer County, Wisconsin",44555
26149,"St. Joseph County, Michigan",50117
21057,"Cumberland County, Kentucky",32906
28005,"Amite County, Mississippi",31854
26097,"Mackinac County, Michigan",46507
48205,"Hartley County, Texas",59280
06039,"Madera County, California",52884
72093,"Maricao Municipio, Puerto Rico",13262
28009,"Benton County, Mississippi",35974
35007,"Colfax County, New Mexico",33783
47097,"Lauderdale County, Tennessee",37915
47019,"Carter County, Tennessee",36589
27021,"Cass County, Minnesota",50173
47171,"Unicoi County, Tennessee",39851
45087,"Union County, South Carolina",40120
20127,"Morris County, Kansas",50352
53075,"Whitman County, Washington",42163
06067,"Sacramento County, California",63902
19131,"Mitchell County, Iowa",55553
30031,"Gallatin County, Montana",61499
18157,"Tippecanoe County, Indiana",51844
12039,"Gadsden County, Florida",40922
18071,"Jackson County, Indiana",49506
51173,"Smyth County, Virginia",40425
08109,"Saguache County, Colorado",34410
31001,"Adams County, Nebraska",51536
34017,"Hudson County, New Jersey",66289
45013,"Beaufort County, South Carolina",63110
53029,"Island County, Washington",64809
47189,"Wilson County, Tennessee",71513
48089,"Colorado County, Texas",49504
17013,"Calhoun County, Illinois",54392
54025,"Greenbrier County, West Virginia",39038
06073,"San Diego County, California",74855
28085,"Lincoln County, Mississippi",40355
51113,"Madison County, Virginia",54197
06055,"Napa County, California",84753
26151,"Sanilac County, Michigan",45277
08033,"Dolores County, Colorado",41714
38083,"Sheridan County, North Dakota",49261
47101,"Lewis County, Tennessee",37139
30107,"Wheatland County, Montana",41186
42003,"Allegheny County, Pennsylvania",58383
19103,"Johnson County, Iowa",61640
01109,"Pike County, Alabama",34678
46005,"Beadle County, South Dakota",51700
13151,"Henry County, Georgia",68609
13163,"Jefferson County, Georgia",34300
20035,"Cowley County, Kansas",48087
17131,"Mercer County, Illinois",58011
31003,"Antelope County, Nebraska",48716
17091,"Kankakee County, Illinois",57981
55115,"Shawano County, Wisconsin",54143
18117,"Orange County, Indiana",45341
38097,"Traill County, North Dakota",62870
18155,"Switzerland County, Indiana",47929
26027,"Cass County, Michigan",53571
12129,"Wakulla County, Florida",62778
26147,"St. Clair County, Michigan",55240
55119,"Taylor County, Wisconsin",51698
40071,"Kay County, Oklahoma",45426
13007,"Baker County, Georgia",37188
51043,"Clarke County, Virginia",77936
28031,"Covington County, Mississippi",35931
39113,"Montgomery County, Ohio",49314
26053,"Gogebic County, Michigan",38798
44009,"Washington County, Rhode Island",81301
18133,"Putnam County, Indiana",56169
20081,"Haskell County, Kansas",53527
37133,"Onslow County, North Carolina",49491
31007,"Banner County, Nebraska",59625
16007,"Bear Lake County, Idaho",54265
17157,"Randolph County, Illinois",52107
31169,"Thayer County, Nebraska",50734
35037,"Quay County, New Mexico",27075
38075,"Renville County, North Dakota",68182
48313,"Madison County, Texas",49428
35028,"Los Alamos County, New Mexico",115248
17001,"Adams County, Illinois",51398
48127,"Dimmit County, Texas",27832
54053,"Mason County, West Virginia",40347
31165,"Sioux County, Nebraska",46875
46025,"Clark County, South Dakota",47798
28067,"Jones County, Mississippi",41263
01127,"Walker County, Alabama",41748
29215,"Texas County, Missouri",35277
49053,"Washington County, Utah",56877
20153,"Rawlins County, Kansas",48125
27069,"Kittson County, Minnesota",57112
