STATE,ACTIVITY LEVEL,ACTIVITY LEVEL LABEL,WEEKEND,WEEK,SEASON
CO,1,Minimal,2019-06-29,26,2018-19
OR,1,Minimal,2019-06-29,26,2018-19
SC,1,Minimal,2019-06-29,26,2018-19
KS,1,Minimal,2019-06-29,26,2018-19
OH,1,Minimal,2019-06-29,26,2018-19
TN,1,Minimal,2019-06-29,26,2018-19
AR,1,Minimal,2019-06-29,26,2018-19
AK,1,Minimal,2019-06-29,26,2018-19
SD,1,Minimal,2019-06-29,26,2018-19
WY,1,Minimal,2019-06-29,26,2018-19
AL,1,Minimal,2019-06-29,26,2018-19
OK,1,Minimal,2019-06-29,26,2018-19
UT,1,Minimal,2019-06-29,26,2018-19
VT,1,Minimal,2019-06-29,26,2018-19
MI,1,Minimal,2019-06-29,26,2018-19
CT,0,Insufficient Data,2019-06-29,26,2018-19
DE,1,Minimal,2019-06-29,26,2018-19
MO,1,Minimal,2019-06-29,26,2018-19
ID,0,Insufficient Data,2019-06-29,26,2018-19
PA,1,Minimal,2019-06-29,26,2018-19
LA,1,Minimal,2019-06-29,26,2018-19
MN,1,Minimal,2019-06-29,26,2018-19
MD,1,Minimal,2019-06-29,26,2018-19
HI,1,Minimal,2019-06-29,26,2018-19
MN,1,Minimal,2019-07-06,27,2018-19
KY,1,Minimal,2019-07-06,27,2018-19
AK,1,Minimal,2019-07-06,27,2018-19
RI,1,Minimal,2019-07-06,27,2018-19
OH,1,Minimal,2019-07-06,27,2018-19
CA,1,Minimal,2019-07-06,27,2018-19
OR,1,Minimal,2019-07-06,27,2018-19
PR,1,Minimal,2019-07-06,27,2018-19
AR,1,Minimal,2019-07-06,27,2018-19
NJ,1,Minimal,2019-07-06,27,2018-19
HI,1,Minimal,2019-07-06,27,2018-19
OK,1,Minimal,2019-07-06,27,2018-19
NH,1,Minimal,2019-07-06,27,2018-19
VT,1,Minimal,2019-07-06,27,2018-19
MA,1,Minimal,2019-07-06,27,2018-19
WI,1,Minimal,2019-07-06,27,2018-19
LA,1,Minimal,2019-07-06,27,2018-19
SD,1,Minimal,2019-07-06,27,2018-19
TX,1,Minimal,2019-07-06,27,2018-19
MO,1,Minimal,2019-07-06,27,2018-19
NY,1,Minimal,2019-07-06,27,2018-19
ME,1,Minimal,2019-07-06,27,2018-19
CT,1,Minimal,2019-07-06,27,2018-19
NM,1,Minimal,2019-07-06,27,2018-19
DC,1,Minimal,2019-07-06,27,2018-19
NV,1,Minimal,2019-07-06,27,2018-19
GA,1,Minimal,2019-07-06,27,2018-19
AZ,1,Minimal,2019-07-06,27,2018-19
IN,1,Minimal,2019-07-06,27,2018-19
FL,1,Minimal,2019-07-06,27,2018-19
CO,1,Minimal,2019-07-06,27,2018-19
ND,1,Minimal,2019-07-06,27,2018-19
KS,1,Minimal,2019-07-06,27,2018-19
IA,1,Minimal,2019-07-06,27,2018-19
IL,1,Minimal,2019-07-06,27,2018-19
NC,1,Minimal,2019-07-06,27,2018-19
MS,1,Minimal,2019-07-06,27,2018-19
PA,1,Minimal,2019-07-06,27,2018-19
MD,1,Minimal,2019-07-06,27,2018-19
NE,1,Minimal,2019-07-06,27,2018-19
WV,1,Minimal,2019-07-06,27,2018-19
MT,1,Minimal,2019-07-06,27,2018-19
WA,1,Minimal,2019-07-06,27,2018-19
ID,0,Insufficient Data,2019-07-06,27,2018-19
TN,1,Minimal,2019-07-06,27,2018-19
SC,1,Minimal,2019-07-06,27,2018-19
UT,1,Minimal,2019-07-06,27,2018-19
VA,1,Minimal,2019-07-06,27,2018-19
WY,1,Minimal,2019-07-06,27,2018-19
MI,1,Minimal,2019-07-06,27,2018-19
AL,1,Minimal,2019-07-06,27,2018-19
DE,1,Minimal,2019-07-06,27,2018-19
MO,1,Minimal,2019-07-13,28,2018-19
ND,1,Minimal,2019-07-13,28,2018-19
ME,1,Minimal,2019-07-13,28,2018-19
NM,1,Minimal,2019-07-13,28,2018-19
MS,1,Minimal,2019-07-13,28,2018-19
NC,1,Minimal,2019-07-13,28,2018-19
NJ,1,Minimal,2019-07-13,28,2018-19
WA,1,Minimal,2019-07-13,28,2018-19
DC,1,Minimal,2019-07-13,28,2018-19
TX,1,Minimal,2019-07-13,28,2018-19
SD,1,Minimal,2019-07-13,28,2018-19
IA,1,Minimal,2019-07-13,28,2018-19
LA,1,Minimal,2019-07-13,28,2018-19
PA,1,Minimal,2019-07-13,28,2018-19
MD,1,Minimal,2019-07-13,28,2018-19
WI,1,Minimal,2019-07-13,28,2018-19
MA,1,Minimal,2019-07-13,28,2018-19
DE,1,Minimal,2019-07-13,28,2018-19
CT,0,Insufficient Data,2019-07-13,28,2018-19
WV,1,Minimal,2019-07-13,28,2018-19
VA,1,Minimal,2019-07-13,28,2018-19
NH,1,Minimal,2019-07-13,28,2018-19
WY,1,Minimal,2019-07-13,28,2018-19
OK,1,Minimal,2019-07-13,28,2018-19
NY,1,Minimal,2019-07-13,28,2018-19
MT,1,Minimal,2019-07-13,28,2018-19
NV,1,Minimal,2019-07-13,28,2018-19
OH,1,Minimal,2019-07-13,28,2018-19
FL,1,Minimal,2019-07-13,28,2018-19
MN,1,Minimal,2019-07-13,28,2018-19
PR,1,Minimal,2019-07-13,28,2018-19
UT,1,Minimal,2019-07-13,28,2018-19
CO,1,Minimal,2019-07-13,28,2018-19
AK,1,Minimal,2019-07-13,28,2018-19
MI,1,Minimal,2019-07-13,28,2018-19
ID,0,Insufficient Data,2019-07-13,28,2018-19
NE,1,Minimal,2019-07-13,28,2018-19
VT,1,Minimal,2019-07-13,28,2018-19
AR,1,Minimal,2019-07-13,28,2018-19
KY,1,Minimal,2019-07-13,28,2018-19
AL,1,Minimal,2019-07-13,28,2018-19
TN,1,Minimal,2019-07-13,28,2018-19
IL,1,Minimal,2019-07-13,28,2018-19
CA,1,Minimal,2019-07-13,28,2018-19
GA,1,Minimal,2019-07-13,28,2018-19
OR,1,Minimal,2019-07-13,28,2018-19
HI,1,Minimal,2019-07-13,28,2018-19
KS,1,Minimal,2019-07-13,28,2018-19
IN,1,Minimal,2019-07-13,28,2018-19
RI,1,Minimal,2019-07-13,28,2018-19
AZ,1,Minimal,2019-07-13,28,2018-19
SC,1,Minimal,2019-07-13,28,2018-19
WI,1,Minimal,2019-07-20,29,2018-19
NY,1,Minimal,2019-07-20,29,2018-19
GA,1,Minimal,2019-07-20,29,2018-19
AZ,1,Minimal,2019-07-20,29,2018-19
MN,1,Minimal,2019-07-20,29,2018-19
FL,1,Minimal,2019-07-20,29,2018-19
SC,1,Minimal,2019-07-20,29,2018-19
NH,1,Minimal,2019-07-20,29,2018-19
TN,1,Minimal,2019-07-20,29,2018-19
AL,1,Minimal,2019-07-20,29,2018-19
HI,1,Minimal,2019-07-20,29,2018-19
WA,1,Minimal,2019-07-20,29,2018-19
MS,1,Minimal,2019-07-20,29,2018-19
AR,1,Minimal,2019-07-20,29,2018-19
RI,1,Minimal,2019-07-20,29,2018-19
ID,0,Insufficient Data,2019-07-20,29,2018-19
MI,1,Minimal,2019-07-20,29,2018-19
SD,1,Minimal,2019-07-20,29,2018-19
WY,1,Minimal,2019-07-20,29,2018-19
IL,1,Minimal,2019-07-20,29,2018-19
NC,1,Minimal,2019-07-20,29,2018-19
NV,1,Minimal,2019-07-20,29,2018-19
VT,1,Minimal,2019-07-20,29,2018-19
NJ,1,Minimal,2019-07-20,29,2018-19
OH,1,Minimal,2019-07-20,29,2018-19
KY,1,Minimal,2019-07-20,29,2018-19
AK,1,Minimal,2019-07-20,29,2018-19
OR,1,Minimal,2019-07-20,29,2018-19
IA,1,Minimal,2019-07-20,29,2018-19
IN,1,Minimal,2019-07-20,29,2018-19
WV,1,Minimal,2019-07-20,29,2018-19
PR,2,Minimal,2019-07-20,29,2018-19
VA,1,Minimal,2019-07-20,29,2018-19
CO,1,Minimal,2019-07-20,29,2018-19
DE,1,Minimal,2019-07-20,29,2018-19
LA,1,Minimal,2019-07-20,29,2018-19
NM,1,Minimal,2019-07-20,29,2018-19
CT,0,Insufficient Data,2019-07-20,29,2018-19
PA,1,Minimal,2019-07-20,29,2018-19
ME,1,Minimal,2019-07-20,29,2018-19
KS,1,Minimal,2019-07-20,29,2018-19
MO,1,Minimal,2019-07-20,29,2018-19
DC,1,Minimal,2019-07-20,29,2018-19
UT,1,Minimal,2019-07-20,29,2018-19
MD,1,Minimal,2019-07-20,29,2018-19
OK,1,Minimal,2019-07-20,29,2018-19
MT,1,Minimal,2019-07-20,29,2018-19
ND,1,Minimal,2019-07-20,29,2018-19
MA,1,Minimal,2019-07-20,29,2018-19
NE,1,Minimal,2019-07-20,29,2018-19
CA,1,Minimal,2019-07-20,29,2018-19
TX,1,Minimal,2019-07-20,29,2018-19
NV,1,Minimal,2019-07-27,30,2018-19
MI,1,Minimal,2019-07-27,30,2018-19
OR,1,Minimal,2019-07-27,30,2018-19
NE,1,Minimal,2019-07-27,30,2018-19
MO,1,Minimal,2019-07-27,30,2018-19
KS,1,Minimal,2019-07-27,30,2018-19
ND,1,Minimal,2019-07-27,30,2018-19
KY,1,Minimal,2019-07-27,30,2018-19
WI,1,Minimal,2019-07-27,30,2018-19
IL,1,Minimal,2019-07-27,30,2018-19
SC,1,Minimal,2019-07-27,30,2018-19
NC,1,Minimal,2019-07-27,30,2018-19
ID,0,Insufficient Data,2019-07-27,30,2018-19
UT,1,Minimal,2019-07-27,30,2018-19
MD,1,Minimal,2019-07-27,30,2018-19
MT,1,Minimal,2019-07-27,30,2018-19
TN,1,Minimal,2019-07-27,30,2018-19
MN,1,Minimal,2019-07-27,30,2018-19
MS,1,Minimal,2019-07-27,30,2018-19
CO,1,Minimal,2019-07-27,30,2018-19
PA,1,Minimal,2019-07-27,30,2018-19
DE,1,Minimal,2019-07-27,30,2018-19
VA,1,Minimal,2019-07-27,30,2018-19
WV,1,Minimal,2019-07-27,30,2018-19
NJ,1,Minimal,2019-07-27,30,2018-19
GA,1,Minimal,2019-07-27,30,2018-19
IA,1,Minimal,2019-07-27,30,2018-19
WA,1,Minimal,2019-07-27,30,2018-19
AL,1,Minimal,2019-07-27,30,2018-19
OH,1,Minimal,2019-07-27,30,2018-19
AK,1,Minimal,2019-07-27,30,2018-19
HI,1,Minimal,2019-07-27,30,2018-19
CT,0,Insufficient Data,2019-07-27,30,2018-19
LA,1,Minimal,2019-07-27,30,2018-19
AR,1,Minimal,2019-07-27,30,2018-19
AZ,1,Minimal,2019-07-27,30,2018-19
WY,1,Minimal,2019-07-27,30,2018-19
NM,1,Minimal,2019-07-27,30,2018-19
FL,1,Minimal,2019-07-27,30,2018-19
NY,1,Minimal,2019-07-27,30,2018-19
OK,1,Minimal,2019-07-27,30,2018-19
RI,1,Minimal,2019-07-27,30,2018-19
IN,1,Minimal,2019-07-27,30,2018-19
MA,1,Minimal,2019-07-27,30,2018-19
TX,1,Minimal,2019-07-27,30,2018-19
SD,1,Minimal,2019-07-27,30,2018-19
ME,1,Minimal,2019-07-27,30,2018-19
CA,1,Minimal,2019-07-27,30,2018-19
VT,1,Minimal,2019-07-27,30,2018-19
DC,1,Minimal,2019-07-27,30,2018-19
PR,1,Minimal,2019-07-27,30,2018-19
NH,1,Minimal,2019-07-27,30,2018-19
MN,1,Minimal,2019-08-03,31,2018-19
UT,1,Minimal,2019-08-03,31,2018-19
WY,1,Minimal,2019-08-03,31,2018-19
SC,1,Minimal,2019-08-03,31,2018-19
NM,1,Minimal,2019-08-03,31,2018-19
PR,3,Minimal,2019-08-03,31,2018-19
LA,1,Minimal,2019-08-03,31,2018-19
WV,1,Minimal,2019-08-03,31,2018-19
AK,1,Minimal,2019-08-03,31,2018-19
VA,1,Minimal,2019-08-03,31,2018-19
ID,0,Insufficient Data,2019-08-03,31,2018-19
MA,1,Minimal,2019-08-03,31,2018-19
PA,1,Minimal,2019-08-03,31,2018-19
MD,1,Minimal,2019-08-03,31,2018-19
CO,1,Minimal,2019-08-03,31,2018-19
DE,1,Minimal,2019-08-03,31,2018-19
NH,1,Minimal,2019-08-03,31,2018-19
DC,1,Minimal,2019-08-03,31,2018-19
MS,1,Minimal,2019-08-03,31,2018-19
AZ,1,Minimal,2019-08-03,31,2018-19
TN,1,Minimal,2019-08-03,31,2018-19
OK,1,Minimal,2019-08-03,31,2018-19
MT,1,Minimal,2019-08-03,31,2018-19
TX,1,Minimal,2019-08-03,31,2018-19
VT,1,Minimal,2019-08-03,31,2018-19
NJ,1,Minimal,2019-08-03,31,2018-19
GA,1,Minimal,2019-08-03,31,2018-19
SD,1,Minimal,2019-08-03,31,2018-19
CT,0,Insufficient Data,2019-08-03,31,2018-19
NV,1,Minimal,2019-08-03,31,2018-19
MO,1,Minimal,2019-08-03,31,2018-19
NE,1,Minimal,2019-08-03,31,2018-19
IL,1,Minimal,2019-08-03,31,2018-19
HI,1,Minimal,2019-08-03,31,2018-19
CA,1,Minimal,2019-08-03,31,2018-19
ME,1,Minimal,2019-08-03,31,2018-19
OR,1,Minimal,2019-08-03,31,2018-19
WI,1,Minimal,2019-08-03,31,2018-19
MI,1,Minimal,2019-08-03,31,2018-19
IN,1,Minimal,2019-08-03,31,2018-19
RI,1,Minimal,2019-08-03,31,2018-19
KY,1,Minimal,2019-08-03,31,2018-19
ND,1,Minimal,2019-08-03,31,2018-19
KS,1,Minimal,2019-08-03,31,2018-19
NY,1,Minimal,2019-08-03,31,2018-19
AR,1,Minimal,2019-08-03,31,2018-19
FL,1,Minimal,2019-08-03,31,2018-19
WA,1,Minimal,2019-08-03,31,2018-19
NC,1,Minimal,2019-08-03,31,2018-19
OH,1,Minimal,2019-08-03,31,2018-19
IA,1,Minimal,2019-08-03,31,2018-19
AL,1,Minimal,2019-08-03,31,2018-19
AR,1,Minimal,2019-08-10,32,2018-19
AK,1,Minimal,2019-08-10,32,2018-19
ID,0,Insufficient Data,2019-08-10,32,2018-19
MO,1,Minimal,2019-08-10,32,2018-19
GA,1,Minimal,2019-08-10,32,2018-19
UT,1,Minimal,2019-08-10,32,2018-19
CT,0,Insufficient Data,2019-08-10,32,2018-19
NJ,1,Minimal,2019-08-10,32,2018-19
LA,1,Minimal,2019-08-10,32,2018-19
NV,1,Minimal,2019-08-10,32,2018-19
HI,1,Minimal,2019-08-10,32,2018-19
MN,1,Minimal,2019-08-10,32,2018-19
SD,1,Minimal,2019-08-10,32,2018-19
VT,1,Minimal,2019-08-10,32,2018-19
OK,1,Minimal,2019-08-10,32,2018-19
OH,1,Minimal,2019-08-10,32,2018-19
AL,1,Minimal,2019-08-10,32,2018-19
ME,1,Minimal,2019-08-10,32,2018-19
CO,1,Minimal,2019-08-10,32,2018-19
NY,1,Minimal,2019-08-10,32,2018-19
KY,1,Minimal,2019-08-10,32,2018-19
AZ,1,Minimal,2019-08-10,32,2018-19
TN,1,Minimal,2019-08-10,32,2018-19
OR,1,Minimal,2019-08-10,32,2018-19
WV,1,Minimal,2019-08-10,32,2018-19
MD,1,Minimal,2019-08-10,32,2018-19
KS,1,Minimal,2019-08-10,32,2018-19
CA,1,Minimal,2019-08-10,32,2018-19
FL,1,Minimal,2019-08-10,32,2018-19
NM,1,Minimal,2019-08-10,32,2018-19
ND,1,Minimal,2019-08-10,32,2018-19
NC,1,Minimal,2019-08-10,32,2018-19
WI,1,Minimal,2019-08-10,32,2018-19
MT,1,Minimal,2019-08-10,32,2018-19
DE,1,Minimal,2019-08-10,32,2018-19
WA,1,Minimal,2019-08-10,32,2018-19
IN,1,Minimal,2019-08-10,32,2018-19
RI,1,Minimal,2019-08-10,32,2018-19
IA,1,Minimal,2019-08-10,32,2018-19
PA,1,Minimal,2019-08-10,32,2018-19
VA,1,Minimal,2019-08-10,32,2018-19
MS,1,Minimal,2019-08-10,32,2018-19
PR,1,Minimal,2019-08-10,32,2018-19
WY,1,Minimal,2019-08-10,32,2018-19
IL,1,Minimal,2019-08-10,32,2018-19
TX,1,Minimal,2019-08-10,32,2018-19
MI,1,Minimal,2019-08-10,32,2018-19
NH,1,Minimal,2019-08-10,32,2018-19
MA,1,Minimal,2019-08-10,32,2018-19
DC,1,Minimal,2019-08-10,32,2018-19
SC,1,Minimal,2019-08-10,32,2018-19
NE,1,Minimal,2019-08-10,32,2018-19
PR,1,Minimal,2019-08-17,33,2018-19
NY,1,Minimal,2019-08-17,33,2018-19
MI,1,Minimal,2019-08-17,33,2018-19
NM,1,Minimal,2019-08-17,33,2018-19
RI,1,Minimal,2019-08-17,33,2018-19
OH,1,Minimal,2019-08-17,33,2018-19
DC,1,Minimal,2019-08-17,33,2018-19
IA,1,Minimal,2019-08-17,33,2018-19
NC,1,Minimal,2019-08-17,33,2018-19
OR,1,Minimal,2019-08-17,33,2018-19
NV,1,Minimal,2019-08-17,33,2018-19
CA,1,Minimal,2019-08-17,33,2018-19
CT,0,Insufficient Data,2019-08-17,33,2018-19
AL,1,Minimal,2019-08-17,33,2018-19
KY,1,Minimal,2019-08-17,33,2018-19
ME,1,Minimal,2019-08-17,33,2018-19
ND,1,Minimal,2019-08-17,33,2018-19
HI,1,Minimal,2019-08-17,33,2018-19
IL,1,Minimal,2019-08-17,33,2018-19
MO,1,Minimal,2019-08-17,33,2018-19
NE,1,Minimal,2019-08-17,33,2018-19
GA,1,Minimal,2019-08-17,33,2018-19
WI,1,Minimal,2019-08-17,33,2018-19
WV,1,Minimal,2019-08-17,33,2018-19
AZ,1,Minimal,2019-08-17,33,2018-19
MA,1,Minimal,2019-08-17,33,2018-19
MD,1,Minimal,2019-08-17,33,2018-19
AR,1,Minimal,2019-08-17,33,2018-19
VA,1,Minimal,2019-08-17,33,2018-19
VT,1,Minimal,2019-08-17,33,2018-19
FL,1,Minimal,2019-08-17,33,2018-19
KS,1,Minimal,2019-08-17,33,2018-19
SC,1,Minimal,2019-08-17,33,2018-19
MT,1,Minimal,2019-08-17,33,2018-19
NH,1,Minimal,2019-08-17,33,2018-19
OK,1,Minimal,2019-08-17,33,2018-19
UT,1,Minimal,2019-08-17,33,2018-19
TX,1,Minimal,2019-08-17,33,2018-19
ID,0,Insufficient Data,2019-08-17,33,2018-19
MN,1,Minimal,2019-08-17,33,2018-19
WY,1,Minimal,2019-08-17,33,2018-19
MS,1,Minimal,2019-08-17,33,2018-19
NJ,1,Minimal,2019-08-17,33,2018-19
AK,1,Minimal,2019-08-17,33,2018-19
PA,1,Minimal,2019-08-17,33,2018-19
LA,1,Minimal,2019-08-17,33,2018-19
SD,1,Minimal,2019-08-17,33,2018-19
TN,1,Minimal,2019-08-17,33,2018-19
DE,1,Minimal,2019-08-17,33,2018-19
WA,1,Minimal,2019-08-17,33,2018-19
CO,1,Minimal,2019-08-17,33,2018-19
IN,1,Minimal,2019-08-17,33,2018-19
NY,1,Minimal,2019-08-24,34,2018-19
OK,1,Minimal,2019-08-24,34,2018-19
LA,3,Minimal,2019-08-24,34,2018-19
MI,1,Minimal,2019-08-24,34,2018-19
MA,1,Minimal,2019-08-24,34,2018-19
SD,1,Minimal,2019-08-24,34,2018-19
NH,1,Minimal,2019-08-24,34,2018-19
VT,1,Minimal,2019-08-24,34,2018-19
RI,1,Minimal,2019-08-24,34,2018-19
CA,1,Minimal,2019-08-24,34,2018-19
IN,1,Minimal,2019-08-24,34,2018-19
ME,1,Minimal,2019-08-24,34,2018-19
PR,1,Minimal,2019-08-24,34,2018-19
AR,1,Minimal,2019-08-24,34,2018-19
WA,1,Minimal,2019-08-24,34,2018-19
CT,0,Insufficient Data,2019-08-24,34,2018-19
FL,1,Minimal,2019-08-24,34,2018-19
MD,1,Minimal,2019-08-24,34,2018-19
TN,1,Minimal,2019-08-24,34,2018-19
GA,1,Minimal,2019-08-24,34,2018-19
AK,1,Minimal,2019-08-24,34,2018-19
TX,1,Minimal,2019-08-24,34,2018-19
PA,1,Minimal,2019-08-24,34,2018-19
DC,1,Minimal,2019-08-24,34,2018-19
VA,1,Minimal,2019-08-24,34,2018-19
DE,1,Minimal,2019-08-24,34,2018-19
CO,1,Minimal,2019-08-24,34,2018-19
ID,0,Insufficient Data,2019-08-24,34,2018-19
MO,1,Minimal,2019-08-24,34,2018-19
WY,1,Minimal,2019-08-24,34,2018-19
SC,1,Minimal,2019-08-24,34,2018-19
AZ,1,Minimal,2019-08-24,34,2018-19
MS,1,Minimal,2019-08-24,34,2018-19
MT,1,Minimal,2019-08-24,34,2018-19
MN,1,Minimal,2019-08-24,34,2018-19
KS,1,Minimal,2019-08-24,34,2018-19
WV,1,Minimal,2019-08-24,34,2018-19
NJ,1,Minimal,2019-08-24,34,2018-19
NV,1,Minimal,2019-08-24,34,2018-19
HI,1,Minimal,2019-08-24,34,2018-19
IL,1,Minimal,2019-08-24,34,2018-19
OR,1,Minimal,2019-08-24,34,2018-19
NE,1,Minimal,2019-08-24,34,2018-19
ND,1,Minimal,2019-08-24,34,2018-19
NM,1,Minimal,2019-08-24,34,2018-19
UT,1,Minimal,2019-08-24,34,2018-19
WI,1,Minimal,2019-08-24,34,2018-19
AL,1,Minimal,2019-08-24,34,2018-19
KY,1,Minimal,2019-08-24,34,2018-19
IA,1,Minimal,2019-08-24,34,2018-19
OH,1,Minimal,2019-08-24,34,2018-19
NC,1,Minimal,2019-08-24,34,2018-19
UT,1,Minimal,2019-08-31,35,2018-19
DE,1,Minimal,2019-08-31,35,2018-19
VA,1,Minimal,2019-08-31,35,2018-19
CA,1,Minimal,2019-08-31,35,2018-19
VT,1,Minimal,2019-08-31,35,2018-19
DC,1,Minimal,2019-08-31,35,2018-19
AZ,1,Minimal,2019-08-31,35,2018-19
CO,1,Minimal,2019-08-31,35,2018-19
TN,1,Minimal,2019-08-31,35,2018-19
FL,1,Minimal,2019-08-31,35,2018-19
AK,1,Minimal,2019-08-31,35,2018-19
WV,1,Minimal,2019-08-31,35,2018-19
GA,2,Minimal,2019-08-31,35,2018-19
WI,1,Minimal,2019-08-31,35,2018-19
CT,0,Insufficient Data,2019-08-31,35,2018-19
WA,1,Minimal,2019-08-31,35,2018-19
AR,1,Minimal,2019-08-31,35,2018-19
TX,1,Minimal,2019-08-31,35,2018-19
AL,1,Minimal,2019-08-31,35,2018-19
NH,1,Minimal,2019-08-31,35,2018-19
OR,1,Minimal,2019-08-31,35,2018-19
IA,1,Minimal,2019-08-31,35,2018-19
WY,1,Minimal,2019-08-31,35,2018-19
IL,1,Minimal,2019-08-31,35,2018-19
KY,1,Minimal,2019-08-31,35,2018-19
PA,1,Minimal,2019-08-31,35,2018-19
ID,0,Insufficient Data,2019-08-31,35,2018-19
NM,1,Minimal,2019-08-31,35,2018-19
HI,1,Minimal,2019-08-31,35,2018-19
NE,1,Minimal,2019-08-31,35,2018-19
OK,1,Minimal,2019-08-31,35,2018-19
MS,1,Minimal,2019-08-31,35,2018-19
SC,1,Minimal,2019-08-31,35,2018-19
MI,1,Minimal,2019-08-31,35,2018-19
ME,1,Minimal,2019-08-31,35,2018-19
KS,1,Minimal,2019-08-31,35,2018-19
OH,1,Minimal,2019-08-31,35,2018-19
MN,1,Minimal,2019-08-31,35,2018-19
RI,1,Minimal,2019-08-31,35,2018-19
MD,1,Minimal,2019-08-31,35,2018-19
NV,1,Minimal,2019-08-31,35,2018-19
LA,5,Low,2019-08-31,35,2018-19
NJ,1,Minimal,2019-08-31,35,2018-19
MA,1,Minimal,2019-08-31,35,2018-19
MT,1,Minimal,2019-08-31,35,2018-19
IN,1,Minimal,2019-08-31,35,2018-19
NC,1,Minimal,2019-08-31,35,2018-19
PR,1,Minimal,2019-08-31,35,2018-19
NY,1,Minimal,2019-08-31,35,2018-19
MO,1,Minimal,2019-08-31,35,2018-19
ND,1,Minimal,2019-08-31,35,2018-19
SD,1,Minimal,2019-08-31,35,2018-19
KY,2,Minimal,2019-09-07,36,2018-19
MS,1,Minimal,2019-09-07,36,2018-19
LA,5,Low,2019-09-07,36,2018-19
OR,1,Minimal,2019-09-07,36,2018-19
ID,0,Insufficient Data,2019-09-07,36,2018-19
AR,1,Minimal,2019-09-07,36,2018-19
VT,1,Minimal,2019-09-07,36,2018-19
SC,1,Minimal,2019-09-07,36,2018-19
CT,0,Insufficient Data,2019-09-07,36,2018-19
NM,1,Minimal,2019-09-07,36,2018-19
DE,1,Minimal,2019-09-07,36,2018-19
MT,1,Minimal,2019-09-07,36,2018-19
NJ,1,Minimal,2019-09-07,36,2018-19
TX,1,Minimal,2019-09-07,36,2018-19
AK,2,Minimal,2019-09-07,36,2018-19
IN,1,Minimal,2019-09-07,36,2018-19
WI,1,Minimal,2019-09-07,36,2018-19
PR,1,Minimal,2019-09-07,36,2018-19
DC,1,Minimal,2019-09-07,36,2018-19
MO,1,Minimal,2019-09-07,36,2018-19
RI,1,Minimal,2019-09-07,36,2018-19
IA,1,Minimal,2019-09-07,36,2018-19
IL,1,Minimal,2019-09-07,36,2018-19
AZ,1,Minimal,2019-09-07,36,2018-19
PA,1,Minimal,2019-09-07,36,2018-19
NE,1,Minimal,2019-09-07,36,2018-19
NH,1,Minimal,2019-09-07,36,2018-19
FL,2,Minimal,2019-09-07,36,2018-19
KS,1,Minimal,2019-09-07,36,2018-19
WV,1,Minimal,2019-09-07,36,2018-19
UT,1,Minimal,2019-09-07,36,2018-19
OK,1,Minimal,2019-09-07,36,2018-19
TN,1,Minimal,2019-09-07,36,2018-19
MD,1,Minimal,2019-09-07,36,2018-19
CO,2,Minimal,2019-09-07,36,2018-19
ME,1,Minimal,2019-09-07,36,2018-19
MI,1,Minimal,2019-09-07,36,2018-19
MA,1,Minimal,2019-09-07,36,2018-19
NC,1,Minimal,2019-09-07,36,2018-19
HI,1,Minimal,2019-09-07,36,2018-19
WA,1,Minimal,2019-09-07,36,2018-19
SD,1,Minimal,2019-09-07,36,2018-19
OH,1,Minimal,2019-09-07,36,2018-19
MN,1,Minimal,2019-09-07,36,2018-19
GA,2,Minimal,2019-09-07,36,2018-19
NY,1,Minimal,2019-09-07,36,2018-19
AL,2,Minimal,2019-09-07,36,2018-19
CA,1,Minimal,2019-09-07,36,2018-19
VA,1,Minimal,2019-09-07,36,2018-19
NV,1,Minimal,2019-09-07,36,2018-19
ND,1,Minimal,2019-09-07,36,2018-19
WY,1,Minimal,2019-09-07,36,2018-19
CA,1,Minimal,2019-09-14,37,2018-19
MO,1,Minimal,2019-09-14,37,2018-19
KS,1,Minimal,2019-09-14,37,2018-19
NM,1,Minimal,2019-09-14,37,2018-19
RI,1,Minimal,2019-09-14,37,2018-19
MD,1,Minimal,2019-09-14,37,2018-19
PA,1,Minimal,2019-09-14,37,2018-19
OK,1,Minimal,2019-09-14,37,2018-19
NH,1,Minimal,2019-09-14,37,2018-19
ND,1,Minimal,2019-09-14,37,2018-19
IA,1,Minimal,2019-09-14,37,2018-19
WA,1,Minimal,2019-09-14,37,2018-19
VA,1,Minimal,2019-09-14,37,2018-19
NE,1,Minimal,2019-09-14,37,2018-19
OH,1,Minimal,2019-09-14,37,2018-19
DC,1,Minimal,2019-09-14,37,2018-19
WV,1,Minimal,2019-09-14,37,2018-19
SD,1,Minimal,2019-09-14,37,2018-19
AZ,1,Minimal,2019-09-14,37,2018-19
PR,1,Minimal,2019-09-14,37,2018-19
GA,2,Minimal,2019-09-14,37,2018-19
IL,1,Minimal,2019-09-14,37,2018-19
MA,1,Minimal,2019-09-14,37,2018-19
MI,1,Minimal,2019-09-14,37,2018-19
DE,1,Minimal,2019-09-14,37,2018-19
WY,1,Minimal,2019-09-14,37,2018-19
VT,1,Minimal,2019-09-14,37,2018-19
AK,1,Minimal,2019-09-14,37,2018-19
MT,1,Minimal,2019-09-14,37,2018-19
NY,1,Minimal,2019-09-14,37,2018-19
AR,1,Minimal,2019-09-14,37,2018-19
LA,4,Low,2019-09-14,37,2018-19
AL,2,Minimal,2019-09-14,37,2018-19
